filepath,yhat,label,Prediction Type,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Recall,Precision
,,,Prediction Type,True Positives: 67.00,False Positives: 85.00,True Negatives: 6955.00,False Negatives: 83.00,Accuracy: 0.98,Recall: 0.45,Precision: 0.44
Gunshot\58FBC5AFd1340fdd-ae91-41f8-b3d7-93e24d38a357.WAV,[[1.]],1,true_pos
Gunshot\58FBDC00f1ecef8b-7465-4fce-b4c9-74cfc49b36e5.WAV,[[1.]],1,true_pos
Gunshot\58FBDB80b2631ee8-5eeb-48f7-bf7a-ea41aeb5614b.WAV,[[1.]],1,true_pos
Gunshot\58FBC600d31b3bc5-bbff-4964-8779-49182de5c3ac.WAV,[[1.]],1,true_pos
Gunshot\58FBC5807a1cf75a-9abf-4b28-82b6-15c92693e929.WAV,[[1.]],1,true_pos
Background\5AD23746.WAV,[[1.]],0,false_pos
Gunshot\58FBC5C084243282-6c92-4632-9a9f-c3448f1d488c.WAV,[[1.]],1,true_pos
Gunshot\58FBC603b9d3725c-a22b-42fa-8375-a0bc7318c5eb.WAV,[[1.]],1,true_pos
Background\5AD23749.WAV,[[1.]],0,false_pos
Gunshot\58FBC500515b779c-5984-41c6-af0f-b59baef5ba73.WAV,[[1.]],1,true_pos
Gunshot\58FBC5C3c7964f57-aa1d-4a2b-990b-a942d68425af.WAV,[[1.]],1,true_pos
Gunshot\58FBC5407a37df29-7967-47f5-a3a0-783c82ce136f.WAV,[[1.]],1,true_pos
Gunshot\58FBC502779b688d-767f-4429-bbbf-268a52c276a3.WAV,[[0.9999999]],1,true_pos
Background\5AC9ABA0.WAV,[[0.9999994]],0,false_pos
Background\5AC96D64.WAV,[[0.9999989]],0,false_pos
Background\60187D8F.WAV,[[0.99999845]],0,false_pos
Gunshot\58FBDC01a21e7e52-2706-4c9f-9b37-2d42a41bf9fc.WAV,[[0.999998]],1,true_pos
Background\5AD4DCE8.WAV,[[0.99999774]],0,false_pos
Gunshot\58FBC58367e2d681-4ba6-4717-ace3-abfa2e025d4f.WAV,[[0.9999974]],1,true_pos
Gunshot\5B6659F9_14f4fa2843-c929-4b4b-aaf9-fe113efaf214087fca4e-bcf7-450e-ac7d-fed05c03b0166ba9869c-01fd-47aa-975b-2234f823430f.WAV,[[0.9999963]],1,true_pos
Background\5B192F4E.WAV,[[0.9999951]],0,false_pos
Gunshot\5AF0E370_4a71e87f0-b5b2-4595-8ea2-ce3c26bb1bff9c3481ad-fc85-4cf2-b728-ef168e4c78b0cc500fd3-e836-416c-9016-d711a6c8e245.WAV,[[0.9999933]],1,true_pos
Gunshot\58FBC5439a77c361-6bb6-4e31-bd32-b2347d7ce499.WAV,[[0.9999883]],1,true_pos
Background\5ACCE5F4.WAV,[[0.9999862]],0,false_pos
Gunshot\5B61075F_805cf6a58-afe1-4ac5-89e0-5e645f7f43c59d00edac-031c-4230-93a0-3b7f1eec37c01502be92-de6b-4866-87c1-b363fc8620a0.WAV,[[0.9999765]],1,true_pos
Background\5AE9CB47.WAV,[[0.9999608]],0,false_pos
Background\5B1E8128.WAV,[[0.99969816]],0,false_pos
Gunshot\5B6E6CDC_1884f73373-1194-457f-b853-efcf9995aed4e7de9b1e-675b-4f31-9ad0-3b68e929af35b7342fc3-69f5-465c-80f7-e430456dac71.WAV,[[0.999587]],1,true_pos
Background\60148E56.WAV,[[0.9995499]],0,false_pos
Background\60201519.WAV,[[0.99942756]],0,false_pos
Gunshot\58FBC601f8aa997a-cd31-43d8-9906-a66f6afe2281.WAV,[[0.9993399]],1,true_pos
Background\5AEC4F1A.WAV,[[0.99916327]],0,false_pos
Gunshot\601B14D0.WAV,[[0.998917]],1,true_pos
Background\5AF5952C.WAV,[[0.9967631]],0,false_pos
Background\5ACE295E.WAV,[[0.99557036]],0,false_pos
Background\5AEC4F48.WAV,[[0.9940719]],0,false_pos
Gunshot\601B1815.WAV,[[0.99096125]],1,true_pos
Background\5B153B5E.WAV,[[0.98696935]],0,false_pos
Background\5AC981A7.WAV,[[0.9862773]],0,false_pos
Background\60181446.WAV,[[0.9849141]],0,false_pos
Background\5AF493CC.WAV,[[0.9844996]],0,false_pos
Background\601ECBE6.WAV,[[0.978443]],0,false_pos
Gunshot\58FBC542c464b71e-0a21-4090-bd0c-87b16889f5c0.WAV,[[0.97678715]],1,true_pos
Gunshot\58FBD381df70a5ac-6a74-4629-ae9b-282d4c4949f6.WAV,[[0.9763875]],1,true_pos
Background\5AE48EEE.WAV,[[0.9759729]],0,false_pos
Gunshot\58FBC500dab6cdf8-c563-47f9-82f2-6221aff868f4.WAV,[[0.97268033]],1,true_pos
Gunshot\5B61075C_703a1e9a0-27ef-473a-b74b-a73a89df94661adff7a9-9dc6-474b-9ea0-b5581f3672c27a166b99-f0fd-427b-b24e-09b3b8f3faea.WAV,[[0.97223806]],1,true_pos
Gunshot\58FBD49Ada207e39-9218-423b-9794-2d69625933b3.WAV,[[0.969151]],1,true_pos
Gunshot\5AF0E36D_3c67ee66f-b676-42ae-ab93-fc5e774ce62e385cc1ff-8401-419f-98e7-efb79619213db623ca09-3bf8-4381-9390-b6eea6d9881f.WAV,[[0.96353835]],1,true_pos
Gunshot\58FBC5C146048b98-c5da-4731-8a5c-c3387ea78eff.WAV,[[0.96216017]],1,true_pos
Gunshot\58FBD441725f1d83-8834-496c-80db-fd80e8586f97.WAV,[[0.95778984]],1,true_pos
Gunshot\58FBC580e19c6260-ba5a-4155-bb92-b60134b050cd.WAV,[[0.9563122]],1,true_pos
Gunshot\58FBD4C16fc52877-b06b-4c47-afdc-8a397f1649bb.WAV,[[0.9504866]],1,true_pos
Gunshot\58FBD3C141285ab8-17b8-43c4-addc-a539a6652da2.WAV,[[0.94460756]],1,true_pos
Gunshot\58FBD39A952956ff-659e-440e-a2ad-e22f473821df.WAV,[[0.9388552]],1,true_pos
Background\5ADD1F0F.WAV,[[0.93329424]],0,false_pos
Background\5B07252A.WAV,[[0.9324225]],0,false_pos
Gunshot\58FBD4DAc3d6e1b7-7ae7-43b0-bdc1-2660a9d6a1e6.WAV,[[0.9295423]],1,true_pos
Gunshot\58FBC5825aa6d9d5-97d0-4461-8170-3e477787ffe9.WAV,[[0.92888117]],1,true_pos
Background\5B0AC2B9.WAV,[[0.9271732]],0,false_pos
Background\601415EE.WAV,[[0.9260508]],0,false_pos
Gunshot\5B870D1A_16e84ab0a7-80e1-4f1a-910b-584544c988cf2143fc82-b54b-4ae2-a0e5-8a40e3c17f984cbc706d-4c43-474f-bf41-58263b40c652.WAV,[[0.9247391]],1,true_pos
Background\601BFE7E.WAV,[[0.92412704]],0,false_pos
Background\5AE2D98B.WAV,[[0.92290646]],0,false_pos
Background\601EB6EA.WAV,[[0.91903]],0,false_pos
Background\5ACAA7B3.WAV,[[0.9179316]],0,false_pos
Background\5ACE2960.WAV,[[0.90850466]],0,false_pos
Gunshot\58FBD4015abbbd85-cb95-42cc-9e44-d3dbaa64424a.WAV,[[0.9057698]],1,true_pos
