filepath,yhat,label,Prediction Type,True Positives,False Positives,True Negatives,False Negatives,Accuracy,Recall,Precision
,,,Prediction Type,True Positives: 77.00,False Positives: 218.00,True Negatives: 6822.00,False Negatives: 73.00,Accuracy: 0.96,Recall: 0.51,Precision: 0.26
Gunshot\58FBC5C3c7964f57-aa1d-4a2b-990b-a942d68425af.WAV,[[1.]],1,true_pos
Gunshot\58FBC600d31b3bc5-bbff-4964-8779-49182de5c3ac.WAV,[[1.]],1,true_pos
Gunshot\58FBDC00f1ecef8b-7465-4fce-b4c9-74cfc49b36e5.WAV,[[1.]],1,true_pos
Background\5AD23746.WAV,[[1.]],0,false_pos
Gunshot\5B9CB82C_36b534583b-af4d-4674-85b9-5165b48b8b039992d39b-a655-403a-9043-6a77be91acf0ec7e83d1-c261-4eab-97f7-388dea1fdd58.WAV,[[1.]],1,true_pos
Background\5B1E8128.WAV,[[1.]],0,false_pos
Gunshot\58FBC5AFd1340fdd-ae91-41f8-b3d7-93e24d38a357.WAV,[[1.]],1,true_pos
Gunshot\58FBDB80b2631ee8-5eeb-48f7-bf7a-ea41aeb5614b.WAV,[[1.]],1,true_pos
Gunshot\58FBC5C084243282-6c92-4632-9a9f-c3448f1d488c.WAV,[[0.9999999]],1,true_pos
Background\5B192F4E.WAV,[[0.99999964]],0,false_pos
Gunshot\58FBC502779b688d-767f-4429-bbbf-268a52c276a3.WAV,[[0.9999994]],1,true_pos
Gunshot\58FBC5EFb5e43323-99f6-4bf6-a718-0e525e9dc21d.WAV,[[0.9999989]],1,true_pos
Gunshot\58FBC5439a77c361-6bb6-4e31-bd32-b2347d7ce499.WAV,[[0.9999982]],1,true_pos
Gunshot\58FBC5407a37df29-7967-47f5-a3a0-783c82ce136f.WAV,[[0.9999536]],1,true_pos
Background\601D5FC6.WAV,[[0.99993575]],0,false_pos
Background\5B15B325.WAV,[[0.9999136]],0,false_pos
Background\5B002607.WAV,[[0.99989665]],0,false_pos
Gunshot\5B47DB0D_246802e4c5-8278-412c-a4a2-9579e86d66cbb10d110b-4981-43de-91fa-bb781b5fe7b79560d083-5283-48fd-bd7e-e87925bc05e8.WAV,[[0.99988747]],1,true_pos
Background\5AD23749.WAV,[[0.9998591]],0,false_pos
Background\5AE7323F.WAV,[[0.99983275]],0,false_pos
Gunshot\5B47DB10_25444df178-af5d-4b79-9ef1-a0a4fc2b16945a509a70-170d-43e2-9aa5-843e61ad7c220cf5b449-0fc6-4243-ac7e-2970d9e78fd9.WAV,[[0.9998103]],1,true_pos
Gunshot\58FBC58367e2d681-4ba6-4717-ace3-abfa2e025d4f.WAV,[[0.99976593]],1,true_pos
Background\60201519.WAV,[[0.99960357]],0,false_pos
Gunshot\58FBDC01a21e7e52-2706-4c9f-9b37-2d42a41bf9fc.WAV,[[0.99953985]],1,true_pos
Gunshot\601B14D0.WAV,[[0.9993099]],1,true_pos
Gunshot\58FBC500515b779c-5984-41c6-af0f-b59baef5ba73.WAV,[[0.9989285]],1,true_pos
Gunshot\58FBD381df70a5ac-6a74-4629-ae9b-282d4c4949f6.WAV,[[0.9983615]],1,true_pos
Background\5ACE295E.WAV,[[0.99814296]],0,false_pos
Background\6019E9DF.WAV,[[0.9976152]],0,false_pos
Gunshot\5B921472_1063e329bc-7021-415c-a511-12465d355a1299ea75da-4975-4be8-8d43-56919b6a8ac7fcf79fde-a247-4276-9186-707189389029.WAV,[[0.9970697]],1,true_pos
Background\5ACCE193.WAV,[[0.99694556]],0,false_pos
Background\5AF0440E.WAV,[[0.9966767]],0,false_pos
Background\601D4C86.WAV,[[0.9962574]],0,false_pos
Background\5B0B079F.WAV,[[0.99595743]],0,false_pos
